Sample,Year,Month,Day,Bulk vs. Seq,Sample,Study Site,,pH,pH stat,NH4,NH4 stat,Ordinal date,Na,Mg,K,Ca,Total Al,Si,S,ICP,,Cl,SO4,NO3,IC,Total N,TN,DON,,DOC,DOC,,Ca_Al Ratio,ADP,
45748,2010,3,11,Seq,SF,BE,SF_BE_SEQ6_11Mar10,6.14,D,258.42,D,733842,24.64,32.33,140.32,51.26,0.98,32.73,109.30,D,45748,18.49,176.37,131.37,D,469.71,D,79.92,45748,1548.20,D,,26.1530612245,12,
45749,2010,3,11,Seq,SF,BE,SF_BE_SEQ7_11Mar10,6.17,D,199.20,D,733842,20.82,24.04,126.44,40.61,0.71,26.27,78.76,D,45749,16.03,128.71,99.66,D,373.14,D,74.29,45749,1361.26,D,,28.5985915493,12,
45750,2010,3,11,Seq,SF,BE,SF_BE_SEQ8_11Mar10,5.73,D,85.68,D,733842,16.64,13.02,92.43,19.97,0.37,14.49,48.05,D,45750,24.75,85.65,59.92,D,197.81,D,52.20,45750,733.28,D,,26.9864864865,12,
45751,2010,3,11,Seq,SF,BE,SF_BE_SEQ9_11Mar10,5.71,D,82.22,D,733842,40.05,14.02,74.80,24.86,0.38,15.30,38.84,D,45751,68.09,70.87,45.83,D,141.46,D,13.41,45751,473.56,D,,32.7105263158,12,
45752,2010,3,11,Seq,SF,BE,SF_BE_SEQ10_11Mar10,5.92,D,29.79,D,733842,10.16,3.66,28.69,7.66,0.30,8.63,15.75,D,45752,5.08,26.63,11.11,D,52.49,D,11.59,45752,346.28,D,,12.7666666667,12,
45753,2010,3,11,Seq,SF,BE,SF_BE_SEQ11_11Mar10,6.27,D,24.17,D,733842,10.04,2.28,30.19,8.00,0.11,9.62,17.63,D,45753,0.08,32.06,10.91,D,52.40,D,17.32,45753,314.21,D,,36.3636363636,12,
45754,2010,3,11,Seq,SF,BE,SF_BE_SEQ12_11Mar10,6.05,D,18.64,D,733842,17.36,4.95,43.02,9.98,0.63,7.88,17.00,D,45754,17.92,14.97,5.73,D,41.16,D,16.80,45754,266.42,D,,7.92063492063,12,
45755,2010,3,11,Seq,SF,BE,SF_BE_SEQ13_11Mar10,6.02,D,11.19,D,733842,7.99,1.24,13.81,5.11,-0.10,5.77,9.24,D,45755,10.63,17.61,3.52,D,27.67,D,12.96,45755,176.08,D,,N/A,12,
45756,2010,3,11,Seq,SF,BE,SF_BE_SEQ14_11Mar10,6.07,D,7.96,D,733842,10.04,1.35,23.62,5.40,1.02,2.12,9.13,D,45756,9.63,14.30,2.57,D,19.11,D,8.58,45756,127.50,D,,2.64705882353,12,
45757,2010,3,11,Seq,SF,BE,SF_BE_SEQ15_11Mar10,5.98,D,4.46,D,733842,5.86,0.53,16.97,3.83,0.28,0.06,6.34,D,45757,0.31,8.76,1.82,D,16.17,D,9.89,45757,129.20,D,,6.83928571429,12,
45758,2010,3,11,Seq,SF,BE,SF_BE_SEQ16_11Mar10,5.62,D,19.62,D,733842,19.46,11.05,68.85,21.47,0.59,19.83,21.43,D,45758,32.19,36.87,27.20,D,67.98,D,21.16,45758,591.05,D,,18.1949152542,12,
45759,2010,3,11,Seq,SF,BE,SF_BE_SEQ_LAST_11Mar10,6.05,D,22.84,D,733842,25.21,134.08,22.79,178.98,110.65,2.37,7.19,D,45759,4.59,32.21,22.77,D,59.71,D,14.10,45759,449.27,D,,0.808766380479,12,
45760,2010,3,11,Seq,TF,BE,TF_BE_SEQ1_11Mar10,6.35,D,460.82,D,733842,251.46,14.86,5.10,30.13,25.44,0.14,2.60,D,45760,84.89,323.76,292.01,D,752.01,D,-0.82,45760,861.29,D,,0.592177672956,12,
45761,2010,3,11,Seq,TF,BE,TF_BE_SEQ2_11Mar10,6.11,D,32.07,D,733842,12.39,15.48,15.97,35.61,0.64,3.51,20.98,D,45761,7.01,36.73,22.87,D,77.67,D,22.74,45761,349.64,D,,27.8203125,12,
45762,2010,3,11,Seq,TF,BE,TF_BE_SEQ3_11Mar10,6.17,D,29.18,D,733842,24.95,12.39,17.46,27.49,0.63,0.75,16.54,D,45762,36.09,29.06,17.01,D,51.27,D,5.08,45762,196.13,D,,21.8174603175,12,
45763,2010,3,11,Seq,TF,BE,TF_BE_SEQ4_11Mar10,6.11,D,9.39,D,733842,9.68,3.14,8.00,11.06,0.57,0.58,5.04,D,45763,0.16,1.91,0.88,D,22.77,D,12.51,45763,136.84,D,,9.70175438596,12,
45764,2010,3,11,Seq,TF,BE,TF_BE_SEQ5_11Mar10,6.02,D,10.16,D,733842,12.58,4.68,14.02,15.19,0.65,1.05,9.31,D,45764,18.06,14.69,3.30,D,23.61,D,10.15,45764,171.81,D,,11.6846153846,12,
45765,2010,3,11,Seq,TF,BE,TF_BE_SEQ6_11Mar10,5.79,D,6.39,D,733842,9.37,2.65,7.70,9.59,0.47,0.27,6.18,D,45765,7.39,9.40,1.47,D,15.95,D,8.09,45765,124.97,D,,10.2021276596,12,
45766,2010,3,11,Seq,TF,BE,TF_BE_SEQ7_11Mar10,5.87,D,4.81,D,733842,6.13,2.42,6.47,6.87,0.22,0.60,5.67,D,45766,0.17,1.50,0.24,D,15.57,D,10.53,45766,86.73,D,,15.6136363636,12,
45767,2010,3,11,Seq,TF,BE,TF_BE_SEQ8_11Mar10,5.94,D,2.40,D,733842,16.19,2.34,7.79,5.41,0.05,0.76,4.02,D,45767,0.00,0.75,0.10,D,11.18,D,8.68,45767,60.73,D,,54.1,12,
45768,2010,3,11,Seq,TF,BE,TF_BE_SEQ9_11Mar10,6.08,D,2.24,D,733842,1.69,0.72,3.64,4.12,0.13,0.39,2.58,D,45768,6.14,3.54,0.54,D,12.37,D,9.59,45768,64.36,D,,15.8461538462,12,
45769,2010,3,11,Seq,TF,BE,TF_BE_SEQ10_11Mar10,5.83,D,13.15,D,733842,1.73,6.75,8.68,14.40,0.41,1.49,10.24,D,45769,0.18,16.62,13.02,D,32.33,D,6.17,45769,104.19,D,,17.5609756098,12,
45770,2010,3,11,Seq,TF,BE,TF_BE_SEQ_LAST_11Mar10,6.05,D,23.96,D,733842,13.32,13.65,18.65,28.11,0.21,5.34,13.92,D,45770,4.69,23.13,39.78,D,71.13,D,7.39,45770,219.69,D,,66.9285714286,12,
45771,2010,3,11,Seq,LL,LL,LL_BE_SEQ1_11Mar10,6.43,D,7.29,D,733842,20.94,62.91,89.75,83.79,2.35,44.95,19.96,D,45771,1.52,10.22,22.81,D,90.94,D,60.84,45771,845.15,D,,17.8276595745,12,
45772,2010,3,11,Seq,LL,LL,LL_BE_SEQ2_11Mar10,6.05,D,11.57,D,733842,28.59,97.89,116.04,135.53,2.14,72.92,35.49,D,45772,2.78,15.14,27.78,D,126.58,D,87.22,45772,1283.48,D,,31.6658878505,12,
45773,2010,3,11,Seq,LL,LL,LL_BE_SEQ3_11Mar10,6.05,D,3.01,D,733842,27.52,106.87,120.04,143.59,2.52,80.14,35.99,D,45773,0.21,9.89,18.58,D,150.52,D,128.94,45773,1414.47,D,,28.4900793651,12,
45774,2010,3,11,Seq,LL,LL,LL_BE_SEQ4_11Mar10,6.07,D,8.82,D,733842,28.19,105.07,124.04,146.89,3.21,82.10,35.16,D,45774,24.39,54.60,89.08,D,134.47,D,36.57,45774,1515.97,D,,22.8800623053,12,
45775,2010,3,11,Seq,LL,LL,LL_BE_SEQ5_11Mar10,6.22,D,6.58,D,733842,28.67,108.49,128.25,151.37,3.03,84.65,35.63,D,45775,23.00,55.87,73.81,D,131.26,D,50.87,45775,1726.83,D,,24.9785478548,12,
45776,2010,3,11,Seq,LL,LL,LL_BE_SEQ6_11Mar10,6.28,D,0.78,D,733842,24.32,74.29,100.98,109.19,2.03,61.33,25.37,D,45776,16.81,39.60,60.52,D,95.17,D,33.86,45776,1274.37,D,,26.89408867,12,
45777,2010,3,11,Seq,LL,LL,LL_BE_SEQ7_11Mar10,6.08,D,3.12,D,733842,16.06,40.13,69.66,52.97,1.22,32.26,13.95,D,45777,23.33,22.17,33.87,D,58.54,D,21.55,45777,811.57,D,,21.7090163934,12,
45778,2010,3,11,Seq,LL,LL,LL_BE_SEQ8_11Mar10,6.17,D,1.03,D,733842,14.33,29.56,57.89,38.93,0.62,18.86,8.72,D,45778,4.47,9.01,12.42,D,43.09,D,29.64,45778,632.70,D,,31.3951612903,12,
45779,2010,3,11,Seq,LL,LL,LL_BE_SEQ9_11Mar10,6.49,D,0.08,D,733842,13.78,29.92,58.88,40.30,0.92,19.55,8.19,D,45779,3.93,12.18,25.46,D,43.12,D,17.58,45779,668.80,D,,21.902173913,12,
45780,2010,3,11,Seq,LL,LL,LL_BE_SEQ10_11Mar10,6.4,D,1.46,D,733842,13.86,30.43,60.28,42.70,1.03,15.91,9.75,D,45780,16.77,14.88,10.43,D,36.67,D,24.77,45780,649.20,D,,20.7281553398,12,
45781,2010,3,11,Seq,LL,LL,LL_BE_SEQ11_11Mar10,6.36,D,1.77,D,733842,13.28,24.58,53.13,32.49,1.50,10.51,7.76,D,45781,9.54,12.35,20.01,D,34.07,D,12.29,45781,472.70,D,,10.83,12,
45782,2010,3,11,Seq,LL,LL,LL_BE_SEQ12_11Mar10,6.2,D,0.61,D,733842,10.73,16.76,43.02,22.11,0.30,4.31,5.33,D,45782,8.15,8.26,4.31,D,26.51,D,21.59,45782,308.37,D,,36.85,12,
45783,2010,3,11,Seq,LL,LL,LL_BE_SEQ13_11Mar10,6.09,D,1.14,D,733842,10.69,23.87,44.31,31.22,1.24,7.44,6.55,D,45783,2.52,9.35,18.81,D,36.55,D,16.60,45783,469.90,D,,12.5887096774,12,
45784,2010,3,11,Seq,LL,LL,LL_BE_SEQ_LAST_11Mar10,6.21,D,0.70,D,733842,13.39,47.28,54.45,63.64,1.34,36.46,9.03,D,45784,0.14,11.48,12.48,D,41.56,D,28.38,45784,815.72,D,,23.7462686567,12,
45785,2010,3,11,Seq,SF,YP,SF_YP_SEQ1_11Mar10,5.8,D,171.62,D,733842,96.47,721.49,912.03,606.18,27.37,0.60,565.16,D,45785,139.37,990.16,172.77,D,536.32,D,191.93,45785,11345.16,D,,11.0738034344,12,
45786,2010,3,11,Seq,SF,YP,SF_YP_SEQ2_11Mar10,5.7,D,143.51,D,733842,117.33,1062.25,1395.77,892.00,40.88,2.67,881.75,D,45786,188.90,1530.08,179.54,D,633.98,D,310.93,45786,18494.24,D,,10.9099804305,12,
45787,2010,3,11,Seq,SF,YP,SF_YP_SEQ3_11Mar10,5.89,D,54.93,D,733842,50.02,364.44,1015.03,303.96,19.25,0.38,375.74,D,45787,82.52,616.19,30.03,D,286.27,D,201.31,45787,10082.70,D,,7.89506493506,12,
45788,2010,3,11,Seq,SF,YP,SF_YP_SEQ4_11Mar10,6.16,D,21.06,D,733842,17.31,68.61,382.72,64.28,6.45,1.36,73.40,D,45788,32.71,107.95,3.36,D,97.57,D,73.15,45788,3606.29,D,,4.98294573643,12,
45789,2010,3,11,Seq,SF,YP,SF_YP_SEQ5_11Mar10,6.18,D,25.01,D,733842,8.06,22.69,193.66,28.24,5.50,0.51,31.07,D,45789,5.51,45.98,0.52,D,56.90,D,31.37,45789,1941.45,D,,2.56727272727,12,
45790,2010,3,11,Seq,SF,YP,SF_YP_SEQ6_11Mar10,6.53,D,25.80,D,733842,10.85,24.00,246.38,30.41,3.77,0.95,36.16,D,45790,0.54,23.54,0.26,D,61.18,D,35.12,45790,2204.58,D,,4.03315649867,12,
45791,2010,3,11,Seq,SF,YP,SF_YP_SEQ7_11Mar10,6.48,D,24.81,D,733842,11.17,19.43,195.41,25.68,3.89,0.85,32.67,D,45791,20.77,46.80,0.51,D,59.75,D,34.43,45791,1847.72,D,,3.30077120823,12,
45792,2010,3,11,Seq,SF,YP,SF_YP_SEQ8_11Mar10,6.22,D,21.86,D,733842,11.35,25.59,259.98,31.93,5.27,0.99,38.06,D,45792,23.59,53.85,0.40,D,62.35,D,40.09,45792,2185.66,D,,3.02941176471,12,
45793,2010,3,11,Seq,SF,YP,SF_YP_SEQ9_11Mar10,6.25,D,10.74,D,733842,5.54,13.63,177.53,15.20,2.45,1.27,23.38,D,45793,13.85,22.45,0.38,D,39.56,D,28.44,45793,1165.61,D,,3.10204081633,12,
45794,2010,3,11,Seq,SF,YP,SF_YP_SEQ10_11Mar10,6.41,D,6.82,D,733842,3.06,7.14,129.91,10.38,1.95,0.51,15.46,D,45794,7.27,22.70,0.29,D,26.41,D,19.30,45794,816.97,D,,2.66153846154,12,
45795,2010,3,11,Seq,SF,YP,SF_YP_SEQ11_11Mar10,6.67,D,0.98,D,733842,1.07,4.14,108.73,8.78,1.16,0.27,10.13,D,45795,5.71,14.70,n.a.,D,10.65,D,9.67,45795,516.90,D,,3.78448275862,12,
45796,2010,3,11,Seq,SF,YP,SF_YP_SEQ12_11Mar10,6.33,D,7.16,D,733842,5.36,21.83,211.92,27.69,3.58,0.74,20.50,D,45796,0.99,23.41,0.39,D,44.93,D,37.38,45796,1600.59,D,,3.86731843575,12,
45797,2010,3,11,Seq,SF,YP,SF_YP_SEQ_LAST_11Mar10,6.22,D,27.26,D,733842,9.00,33.67,326.44,41.05,4.81,1.07,37.87,D,45797,0.72,18.58,0.12,D,68.00,D,40.63,45797,3219.34,D,,4.26715176715,12,
45798,2010,3,11,Seq,TF,YP,TF_YP_SEQ1_11Mar10,6.14,D,135.65,D,733842,40.30,49.04,48.55,70.76,1.56,4.41,51.99,D,45798,41.80,82.96,104.46,D,272.82,D,32.71,45798,735.84,D,,22.6794871795,12,
45799,2010,3,11,Seq,TF,YP,TF_YP_SEQ2_11Mar10,5.98,D,32.17,D,733842,10.68,21.97,56.50,38.86,2.19,1.80,26.65,D,45799,8.49,46.11,25.43,D,71.56,D,13.96,45799,775.61,D,,8.87214611872,12,
45800,2010,3,11,Seq,TF,YP,TF_YP_SEQ3_11Mar10,6.07,D,32.17,D,733842,27.94,17.35,58.09,33.58,0.79,0.84,23.34,D,45800,47.67,41.11,21.50,D,56.82,D,3.15,45800,617.73,D,,21.253164557,12,
45801,2010,3,11,Seq,TF,YP,TF_YP_SEQ4_11Mar10,6.17,D,17.09,D,733842,8.94,8.18,48.69,15.77,1.08,0.33,10.40,D,45801,3.69,8.27,3.51,D,34.98,D,14.38,45801,601.32,D,,7.30092592593,12,
45802,2010,3,11,Seq,TF,YP,TF_YP_SEQ5_11Mar10,6.45,D,50.43,D,733842,3.23,11.69,60.59,14.76,0.37,0.49,10.70,D,45802,2.77,15.17,3.90,D,56.00,D,1.67,45802,577.23,D,,19.9459459459,12,
45803,2010,3,11,Seq,TF,YP,TF_YP_SEQ6_11Mar10,6.05,D,19.67,D,733842,15.74,8.68,65.11,16.07,0.56,0.70,13.88,D,45803,25.47,19.29,3.39,D,37.06,D,14.00,45803,592.16,D,,14.3482142857,12,
45804,2010,3,11,Seq,TF,YP,TF_YP_SEQ7_11Mar10,6.17,D,11.67,D,733842,10.19,2.90,32.75,6.62,0.45,3.56,7.63,D,45804,4.75,11.04,1.68,D,27.84,D,14.49,45804,411.54,D,,7.35555555556,12,
45805,2010,3,11,Seq,TF,YP,TF_YP_SEQ8_11Mar10,6.08,D,6.85,D,733842,9.56,4.22,29.97,4.20,0.16,0.02,7.14,D,45805,9.06,11.26,1.47,D,22.32,D,14.00,45805,338.69,D,,13.125,12,
45806,2010,3,11,Seq,TF,YP,TF_YP_SEQ9_11Mar10,6.1,D,7.59,D,733842,5.59,1.10,16.00,2.30,0.63,0.23,3.39,D,45806,1.94,5.03,0.70,D,14.12,D,5.83,45806,294.02,D,,1.8253968254,12,
45807,2010,3,11,Seq,TF,YP,TF_YP_SEQ10_11Mar10,6.19,D,3.45,D,733842,3.01,2.34,14.86,2.36,-0.07,-0.11,2.85,D,45807,0.45,3.40,0.56,D,12.31,D,8.30,45807,290.76,D,,N/A,12,
45808,2010,3,11,Seq,TF,YP,TF_YP_SEQ11_11Mar10,5.92,D,8.30,D,733842,9.72,11.63,26.82,16.23,0.50,0.66,10.45,D,45808,5.51,18.91,15.58,D,34.47,D,10.60,45808,420.16,D,,16.23,12,
45809,2010,3,11,Seq,TF,YP,TF_YP_SEQ_LAST_11Mar10,5.6,D,9.30,D,733842,5.94,14.14,20.15,20.78,0.68,0.95,11.29,D,45809,0.14,7.88,9.74,D,44.02,D,24.98,45809,42.96,D,,15.2794117647,12,
45810,2010,3,11,Seq,LL,LL,LL_YP_SEQ1_11Mar10,6.55,D,10.20,D,733842,21.68,136.74,129.84,109.53,1.93,77.31,40.71,D,45810,12.50,31.59,29.10,D,98.68,D,59.39,45810,1562.62,D,,28.3756476684,12,
45811,2010,3,11,Seq,LL,LL,LL_YP_SEQ2_11Mar10,6.44,D,11.73,D,733842,21.72,138.24,144.17,118.51,2.29,79.92,40.03,D,45811,32.46,64.01,66.19,D,105.1,D,27.17,45811,1429.33,D,,25.8755458515,12,
45812,2010,3,11,Seq,LL,LL,LL_YP_SEQ3_11Mar10,6.35,D,15.24,D,733842,21.63,120.10,142.98,110.38,2.00,78.33,39.05,D,45812,18.69,34.65,36.36,D,106.55,D,54.95,45812,1519.95,D,,27.595,12,
45813,2010,3,11,Seq,LL,LL,LL_YP_SEQ4_11Mar10,6.39,D,11.18,D,733842,20.24,109.85,141.18,97.53,2.26,79.39,37.96,D,45813,29.96,57.71,55.46,D,90.78,D,24.14,45813,1490.15,D,,21.5774336283,12,
45814,2010,3,11,Seq,LL,LL,LL_YP_SEQ5_11Mar10,6.36,D,12.20,D,733842,19.29,101.97,135.01,96.87,2.08,76.38,33.11,D,45814,11.87,28.38,27.03,D,78.79,D,39.56,45814,1463.64,D,,23.2860576923,12,
45815,2010,3,11,Seq,LL,LL,LL_YP_SEQ6_11Mar10,6.5,D,5.49,D,733842,17.54,89.33,124.90,86.60,2.04,73.09,26.26,D,45815,5.75,14.14,6.81,D,55.05,D,42.76,45815,1464.99,D,,21.2254901961,12,
45816,2010,3,11,Seq,LL,LL,LL_YP_SEQ7_11Mar10,6.51,D,1.50,D,733842,15.60,61.56,101.16,60.54,1.49,47.76,17.64,D,45816,15.64,26.88,21.01,D,48.48,D,25.97,45816,1085.10,D,,20.3154362416,12,
45817,2010,3,11,Seq,LL,LL,LL_YP_SEQ8_11Mar10,6.48,D,0.80,D,733842,13.14,42.45,80.18,39.53,0.54,21.38,10.37,D,45817,18.44,15.86,8.64,D,27.25,D,17.81,45817,619.55,D,,36.6018518519,12,
45818,2010,3,11,Seq,LL,LL,LL_YP_SEQ9_11Mar10,6.51,D,0.03,D,733842,12.97,35.79,71.51,32.24,0.47,13.34,6.10,D,45818,0.00,7.13,7.06,D,32.36,D,25.28,45818,507.69,D,,34.2978723404,12,
45819,2010,3,11,Seq,LL,LL,LL_YP_SEQ10_11Mar10,6.62,D,0.57,D,733842,13.45,35.25,73.03,33.43,1.18,15.08,6.87,D,45819,0.12,8.58,10.90,D,28.63,D,17.16,45819,534.70,D,,14.1652542373,12,
45820,2010,3,11,Seq,LL,LL,LL_YP_SEQ11_11Mar10,6.61,D,0.28,D,733842,13.73,39.35,74.24,36.52,0.49,14.05,8.04,D,45820,10.43,11.10,8.72,D,28.97,D,19.97,45820,538.87,D,,37.2653061224,12,
45821,2010,3,11,Seq,LL,LL,LL_YP_SEQ12_11Mar10,6.65,D,0.65,D,733842,13.45,33.32,68.00,29.48,0.68,6.53,7.53,D,45821,10.09,11.10,13.86,D,30.92,D,16.41,45821,419.81,D,,21.6764705882,12,
45822,2010,3,11,Seq,LL,LL,LL_YP_SEQ13_11Mar10,6.69,D,0.56,D,733842,10.07,25.30,61.35,21.37,0.30,4.15,5.31,D,45822,6.59,6.81,9.47,D,21.94,D,11.91,45822,257.30,D,,35.6166666667,12,
45823,2010,3,11,Seq,LL,LL,LL_YP_SEQ14_11Mar10,6.38,D,12.99,D,733842,10.99,29.47,54.50,26.97,0.57,7.40,6.27,D,45823,0.39,8.64,5.20,D,31.73,D,13.54,45823,369.37,D,,23.6578947368,12,
45824,2010,3,11,Seq,LL,LL,LL_YP_SEQ_LAST_11Mar10,6.36,D,1.37,D,733842,11.36,55.45,65.44,51.92,0.92,30.76,10.97,D,45824,0.55,13.12,15.82,D,49.33,D,32.14,45824,786.45,D,,28.2173913043,12,
45825,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ1_11Mar10,4.88,D,94.48,D,733842,50.27,78.07,115.68,71.59,15.61,53.23,126.60,D,45825,41.87,227.97,127.33,D,226.03,D,4.22,45825,694.25,D,,2.2930813581,12,
45826,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ2_11Mar10,5.27,D,107.52,D,733842,48.83,74.09,121.69,73.85,11.62,43.25,106.82,D,45826,45.02,198.37,126.99,D,241.58,D,7.07,45826,666.01,D,,3.17771084337,12,
45827,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ3_11Mar10,5.09,D,72.67,D,733842,43.28,44.08,92.64,41.35,12.20,41.06,74.04,D,45827,18.81,74.19,53.28,D,186.39,D,60.44,45827,621.51,D,,1.69467213115,12,
45828,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ4_11Mar10,5.07,D,46.61,D,733842,30.42,38.52,78.12,38.26,11.54,37.50,60.49,D,45828,10.86,49.50,29.97,D,127.13,D,50.55,45828,568.31,D,,1.65771230503,12,
45829,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ5_11Mar10,5.25,D,38.14,D,733842,24.46,27.40,61.63,30.00,10.16,29.22,45.40,D,45829,22.53,83.25,45.49,D,94.6,D,10.97,45829,567.89,D,,1.47637795276,12,
45830,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ6_11Mar10,5.12,D,36.59,D,733842,21.78,20.72,55.20,21.28,8.56,20.72,37.12,D,45830,28.49,59.56,34.13,D,88.9,D,18.18,45830,518.35,D,,1.24299065421,12,
45831,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ7_11Mar10,5.28,D,18.74,D,733842,16.70,19.06,46.54,20.31,6.65,15.99,28.95,D,45831,14.87,46.77,35.61,D,66.23,D,11.89,45831,467.50,D,,1.52706766917,12,
45832,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ8_11Mar10,5.38,D,16.04,D,733842,14.60,14.59,43.41,16.28,5.37,11.99,24.06,D,45832,15.19,45.00,32.92,D,59.79,D,10.83,45832,433.15,D,,1.51582867784,12,
45833,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ9_11Mar10,5.54,D,20.03,D,733842,14.39,12.53,41.89,14.69,5.01,12.12,22.30,D,45833,11.90,41.76,15.34,D,54.24,D,18.87,45833,416.14,D,,1.46606786427,12,
45834,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ10_11Mar10,5.24,D,23.04,D,733842,19.12,20.16,57.01,22.22,10.08,23.25,33.86,D,45834,0.14,26.23,9.80,D,66.38,D,33.53,45834,718.28,D,,1.10218253968,12,
45835,2010,3,11,Seq,SSF,BE,SSF_BE_SEQ_LAST_11Mar10,5.28,D,23.17,D,733842,21.99,23.92,60.41,26.37,12.65,29.12,38.46,D,45835,13.55,68.69,27.25,D,77.51,D,27.09,45835,846.75,D,,1.04229249012,12,
45836,2010,3,11,Seq,STR,BE,STR_BE_SEQ1_11Mar10,5.65,D,195.15,D,733842,29.38,60.62,80.78,68.28,1.97,2.13,115.58,D,45836,27.18,197.94,105.27,D,329.27,D,28.85,45836,1407.18,D,,17.3299492386,12,
45837,2010,3,11,Seq,STR,BE,STR_BE_SEQ2_11Mar10,5.65,D,196.03,D,733842,30.08,57.87,78.79,68.00,1.64,0.03,105.93,D,45837,23.14,177.00,77.54,D,297.85,D,24.28,45837,1384.59,D,,20.7317073171,12,
45838,2010,3,11,Seq,STR,BE,STR_BE_SEQ3_11Mar10,5.82,D,25.63,D,733842,16.04,8.81,25.03,13.31,0.11,1.45,13.37,D,45838,6.47,23.55,4.99,D,49.91,D,19.29,45838,392.50,D,,60.5,12,
45839,2010,3,11,Seq,STR,BE,STR_BE_SEQ4_11Mar10,5.61,D,23.80,D,733842,20.60,7.57,28.06,12.95,0.31,0.81,15.15,D,45839,6.94,9.25,0.98,D,41.39,D,16.62,45839,422.25,D,,20.8870967742,12,
45840,2010,3,11,Seq,STR,BE,STR_BE_SEQ5_11Mar10,5.73,D,11.43,D,733842,11.97,3.44,15.98,4.91,0.10,0.81,10.06,D,45840,7.61,17.05,1.61,D,27.56,D,14.52,45840,267.64,D,,24.55,12,
45841,2010,3,11,Seq,STR,BE,STR_BE_SEQ6_11Mar10,5.68,D,5.59,D,733842,7.44,3.59,14.52,6.80,0.12,1.97,7.06,D,45841,1.94,3.50,0.22,D,17.41,D,11.60,45841,169.32,D,,28.3333333333,12,
45842,2010,3,11,Seq,STR,BE,STR_BE_SEQ7_11Mar10,5.77,D,3.49,D,733842,4.93,1.78,10.21,2.05,-0.06,1.24,4.55,D,45842,0.46,5.94,0.57,D,15.84,D,11.78,45842,128.84,D,,N/A,12,
45843,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ1_11Mar10,6.59,D,0.60,D,733842,165.76,132.13,32.85,172.80,0.28,240.94,126.28,D,45843,72.58,252.26,28.26,D,41.05,D,12.19,45843,180.62,D,,308.571428571,12,
45844,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ2_11Mar10,6.77,D,5.73,D,733842,166.00,133.86,31.69,170.01,0.31,249.83,128.00,D,45844,72.52,251.72,24.94,D,37.38,D,6.71,45844,165.27,D,,274.209677419,12,
45845,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ3_11Mar10,6.82,D,6.59,D,733842,103.57,103.92,40.79,119.20,1.30,135.71,81.89,D,45845,45.89,153.36,51.39,D,63.19,D,5.21,45845,299.62,D,,45.8461538462,12,
45846,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ4_11Mar10,6.66,D,6.65,D,733842,126.04,122.32,38.69,142.67,1.18,175.26,99.88,D,45846,56.33,194.43,47.02,D,60.47,D,6.79,45846,266.10,D,,60.4533898305,12,
45847,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ5_11Mar10,6.74,D,1.45,D,733842,118.10,113.03,35.40,133.77,1.25,159.04,93.60,D,45847,50.90,179.78,50.53,D,57.83,D,5.85,45847,287.37,D,,53.508,12,
45848,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ6_11Mar10,6.83,D,0.53,D,733842,94.41,117.41,39.91,130.75,2.41,130.04,78.76,D,45848,42.62,151.35,56.05,D,64.32,D,7.74,45848,362.56,D,,27.1265560166,12,
45849,2010,3,11,Seq,STREAM,STREAM,STREAM_SEQ7_11Mar10,6.66,D,7.56,D,733842,62.20,92.57,39.39,103.64,2.95,85.49,57.07,D,45849,29.42,106.25,43.93,D,63.83,D,12.34,45849,456.78,D,,17.5661016949,12,
45850,2010,3,11,Bulk,BP,BP,BP_BULK_11Mar10,5.54,D,6.30,D,733842,9.93,6.56,0.64,12.97,0.19,-0.17,7.46,D,45850,5.69,14.18,12.11,D,22.76,D,4.35,45850,54.03,D,,34.1315789474,12,
45851,2010,3,11,Bulk,TF,BE,TF_BE_BULK_11Mar10,5.72,D,42.78,D,733842,15.59,8.36,19.44,13.49,0.18,1.34,16.17,D,45851,10.40,31.28,27.39,D,70.43,D,0.26,45851,321.75,D,,37.4722222222,12,
45852,2010,3,11,Bulk,TF,YP,TF_YP_BULK_11Mar10,5.65,D,18.09,D,733842,16.31,12.07,60.01,18.66,0.77,0.12,17.54,D,45852,10.01,28.91,14.54,D,48.02,D,15.39,45852,749.45,D,,12.1168831169,12,
45853,2010,3,11,Bulk,SSF,YP,SSF_YP_BULK_11Mar10,4.66,D,4.28,D,733842,32.11,126.28,167.78,122.30,21.71,50.51,96.06,D,45853,39.78,175.62,163.10,D,202.77,D,35.39,45853,1546.23,D,,2.81667434362,12,
